Datum,Turnier,Serie,Court,Belag,Runde,BestOf,Sieger,Verlierer,SRang,VRang,S1,V1,S2,V2,S3,V3,S4,V4,S5,V5,SSaetze,VSaetze,SSpiele,VSpiele,Status,QuoteS,QuoteV
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Wawrinka S.,19,56,6,4,3,6,5,7,6,3,6,0,3,2,26,20,Completed,1.43,2.84
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Van Assche L.,Duckworth J.,79,95,6,7,6,3,3,6,6,3,6,3,3,2,27,22,Completed,1.82,2.0
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Bergs Z.,7,129,5,7,6,1,6,1,6,3,,,3,1,23,12,Completed,1.09,7.42
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Mensik J.,Shapovalov D.,142,114,6,3,7,5,7,5,,,,,3,,20,13,Completed,1.67,2.22
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Altmaier D.,15,50,5,7,6,3,7,6,7,6,,,3,1,25,22,Completed,1.21,4.48
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Vukic A.,47,64,3,6,7,6,6,2,3,6,6,4,3,2,25,24,Completed,1.35,3.24
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Kovacevic A.,Tabilo A.,101,49,6,7,7,6,1,6,6,1,6,3,3,2,26,23,Completed,2.32,1.62
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Zhang Zh.,Coria F.,54,84,6,4,7,6,7,6,,,,,3,,20,16,Completed,1.06,9.65
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,Daniel T.,35,58,6,4,6,2,6,3,,,,,3,,18,9,Completed,2.37,1.59
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,Murray A.,32,44,6,4,6,2,6,2,,,,,3,,18,8,Completed,2.3,1.62
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Hanfmann Y.,76,52,6,4,6,3,7,5,,,,,3,,19,12,Completed,1.51,2.59
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Goffin D.,20,112,6,2,7,5,5,7,6,3,,,3,1,24,17,Completed,1.39,3.0
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Borges N.,Marterer M.,69,96,7,5,7,6,6,2,,,,,3,,20,13,Completed,2.12,1.74
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Grenier H.,Muller A.,178,73,2,6,7,6,4,6,6,4,7,6,3,2,26,28,Completed,3.1,1.38
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Raonic M.,10,319,6,7,6,3,2,0,,,,,1,1,14,10,Retired,1.1,7.15
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Jasika O.,9,343,7,6,6,4,6,2,,,,,3,,19,12,Completed,1.02,15.59
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,Watanuki Y.,60,102,4,6,7,5,6,3,6,4,,,3,1,23,18,Completed,1.31,3.49
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Thiem D.,30,92,6,3,7,5,6,7,5,7,6,3,3,2,30,25,Completed,1.45,2.8
2024-01-15,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Hijikata R.,25,71,3,6,6,3,6,2,6,7,7,6,3,2,28,24,Completed,1.61,2.33
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Michelsen A.,Mccabe J.,91,269,7,6,3,6,6,1,6,2,,,3,1,22,15,Completed,1.18,4.97
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,Zapata Miralles B.,23,78,6,3,6,2,6,3,,,,,3,,18,8,Completed,1.06,9.98
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Varillas J. P.,22,81,6,4,6,4,6,2,,,,,3,,18,10,Completed,1.13,6.18
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Cazaux A.,Djere L.,122,33,6,2,6,7,6,2,3,6,6,2,3,2,27,19,Completed,2.04,1.79
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Fils A.,Vesely J.,34,293,4,6,7,5,6,2,6,3,,,3,1,23,16,Completed,1.09,7.49
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Griekspoor T.,Safiullin R.,31,36,2,6,3,6,7,6,6,4,7,5,3,2,25,27,Completed,2.57,1.52
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Zeppieri G.,Lajovic D.,133,51,6,3,3,6,6,3,7,6,,,3,1,22,18,Completed,2.0,1.82
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Ramos-Vinolas A.,11,85,6,1,6,3,6,1,,,,,3,,18,5,Completed,1.02,15.52
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Fucsovics M.,13,70,4,6,6,3,7,6,6,2,,,3,1,23,17,Completed,1.16,5.36
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Purcell M.,Valkusz M.,45,214,3,6,7,6,6,4,7,5,,,3,1,23,21,Completed,1.31,3.48
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Klein L.,Kwon S.W.,163,697,7,6,4,6,7,6,6,3,,,3,1,24,21,Completed,1.34,3.3
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Draper J.,Giron M.,55,66,6,4,3,6,4,6,6,0,6,2,3,2,25,18,Completed,1.24,4.06
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Rune H.,Nishioka Y.,8,61,6,2,4,6,7,6,6,4,,,3,1,23,18,Completed,1.12,6.39
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Nagal S.,Bublik A.,137,27,6,4,6,2,7,6,,,,,3,,19,12,Completed,4.78,1.19
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Mcdonald M.,140,42,6,3,1,6,3,6,6,4,6,2,3,2,22,21,Completed,1.71,2.15
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Barrere G.,14,83,6,2,6,3,6,3,,,,,3,,18,8,Completed,1.12,6.15
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Ofner S.,80,37,7,6,2,6,6,7,6,1,7,6,3,2,28,26,Completed,1.99,1.82
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Evans D.,46,38,4,6,7,6,6,2,7,6,,,3,1,24,20,Completed,1.8,2.01
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Koepfer D.,6,62,4,6,6,3,7,6,6,3,,,3,1,23,18,Completed,1.06,9.55
2024-01-16,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Alcaraz C.,Gasquet R.,2,131,7,6,6,1,6,2,,,,,3,,19,9,Completed,1.02,17.45
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,De Jong J.,4,161,6,2,6,2,6,2,,,,,3,,18,6,Completed,1.02,17.56
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Arnaldi M.,10,41,6,3,6,0,6,3,,,,,3,,18,6,Completed,1.18,4.83
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Baez S.,Galan D.E.,29,87,7,5,2,6,6,2,6,4,,,3,1,21,17,Completed,1.41,2.9
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Cobolli F.,Kotov P.,100,65,7,5,6,3,5,7,6,2,,,3,1,24,17,Completed,2.45,1.55
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Van Assche L.,Musetti L.,79,28,6,3,3,6,6,7,6,3,6,0,3,2,27,19,Completed,2.76,1.45
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Kovacevic A.,15,101,6,4,6,3,4,6,6,3,,,3,1,22,16,Completed,1.15,5.4
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Gaston H.,12,97,6,0,6,3,6,1,,,,,3,,18,4,Completed,1.13,6.12
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Marozsan F.,Cerundolo F.,67,21,7,6,6,4,6,2,,,,,3,,19,12,Completed,1.55,2.46
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,O Connell C.,16,68,6,4,6,1,3,6,7,6,,,3,1,22,17,Completed,1.26,3.94
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Mannarino A.,Munar J.,19,82,6,3,6,3,1,6,2,6,6,3,3,2,21,21,Completed,1.33,3.33
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Machac T.,Tiafoe F.,75,17,6,4,6,4,7,6,,,,,3,,19,14,Completed,2.69,1.47
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Etcheverry T.,Monfils G.,32,76,6,4,6,4,6,4,,,,,3,,18,12,Completed,2.48,1.54
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Thompson J.,7,47,4,6,7,6,6,2,7,6,,,3,1,24,20,Completed,1.22,4.34
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Korda S.,Halys Q.,26,110,6,4,6,4,6,4,,,,,3,,18,12,Completed,1.26,3.87
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Eubanks C.,5,35,6,4,6,4,6,4,,,,,3,,18,12,Completed,1.07,8.26
2024-01-17,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Popyrin A.,1,43,6,3,4,6,7,6,6,3,,,3,1,23,18,Completed,1.02,14.37
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Norrie C.,Zeppieri G.,22,133,3,6,6,7,6,2,6,4,6,4,3,2,27,23,Completed,1.35,3.22
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Michelsen A.,Lehecka J.,91,23,4,6,6,3,6,4,6,4,,,3,1,22,17,Completed,4.0,1.25
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Klein L.,6,163,7,5,3,6,4,6,7,6,7,6,3,2,28,29,Completed,1.05,9.88
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Ruud C.,Purcell M.,11,45,6,3,6,7,6,3,3,6,7,6,3,2,28,25,Completed,1.16,5.23
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Draper J.,14,55,6,2,3,6,6,3,7,5,,,3,1,22,16,Completed,1.92,1.88
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Kecmanovic M.,Struff J.L.,60,25,6,4,1,6,7,6,1,6,7,6,3,2,22,28,Completed,1.52,2.57
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Sonego L.,2,46,6,4,6,7,6,3,7,6,,,3,1,25,20,Completed,1.03,14.22
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Borges N.,Davidovich Fokina A.,69,24,7,6,6,3,6,3,,,,,3,,19,12,Completed,4.36,1.21
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Shang J.,Nagal S.,140,137,2,6,6,3,7,5,6,4,,,3,1,21,18,Completed,1.44,2.8
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Griekspoor T.,Fils A.,31,34,3,6,6,1,7,5,6,4,,,3,1,22,16,Completed,2.34,1.6
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Humbert U.,Zhang Zh.,20,54,6,2,5,7,6,1,7,6,,,3,1,24,16,Completed,1.39,3.03
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Kokkinakis T.,13,80,6,3,6,2,4,6,6,4,,,3,1,22,15,Completed,1.13,5.89
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Cazaux A.,Rune H.,122,8,7,6,6,4,4,6,6,3,,,3,1,23,19,Completed,5.44,1.15
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Auger-Aliassime F.,Grenier H.,30,178,6,1,3,6,6,1,6,2,,,3,1,21,10,Completed,1.1,6.83
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Hurkacz H.,Mensik J.,9,142,6,7,6,1,5,7,6,1,6,3,3,2,29,19,Completed,1.23,4.16
2024-01-18,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Ruusuvuori E.,3,53,3,6,6,7,6,4,7,6,6,0,3,2,28,23,Completed,1.11,6.68
2024-01-19,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Machac T.,15,75,6,4,7,6,4,6,7,6,,,3,1,24,22,Completed,1.61,2.32
2024-01-19,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Baez S.,4,29,6,0,6,1,6,3,,,,,3,,18,4,Completed,1.02,17.61
2024-01-19,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Fritz T.,Marozsan F.,12,67,3,6,6,4,6,2,6,2,,,3,1,21,14,Completed,1.31,3.51
2024-01-19,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Tsitsipas S.,Van Assche L.,7,79,6,3,6,0,6,4,,,,,3,,18,7,Completed,1.2,4.6
2024-01-19,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Mannarino A.,Shelton B.,19,16,7,6,1,6,6,7,6,3,6,4,3,2,26,26,Completed,3.19,1.36
2024-01-19,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Etcheverry T.,1,32,6,3,6,3,7,6,,,,,3,,19,12,Completed,1.05,10.36
2024-01-19,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Cobolli F.,10,100,6,3,6,3,6,1,,,,,3,,18,7,Completed,1.06,9.15
2024-01-19,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Korda S.,5,26,6,2,7,6,6,4,,,,,3,,19,12,Completed,1.36,3.15
2024-01-20,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Kecmanovic M.,Paul T.,60,14,6,4,3,6,2,6,7,6,6,0,3,2,24,22,Completed,3.17,1.36
2024-01-20,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Hurkacz H.,Humbert U.,9,20,3,6,6,1,7,6,6,3,,,3,1,22,16,Completed,1.62,2.31
2024-01-20,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Cazaux A.,Griekspoor T.,122,31,6,3,6,3,6,1,,,,,3,,18,7,Completed,2.22,1.67
2024-01-20,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Alcaraz C.,Shang J.,2,140,6,1,6,1,1,0,,,,,2,,13,2,Retired,1.02,15.24
2024-01-20,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Norrie C.,Ruud C.,22,11,6,4,6,7,6,4,6,3,,,3,1,24,18,Completed,3.03,1.39
2024-01-20,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Borges N.,Dimitrov G.,69,13,6,7,6,4,6,2,7,6,,,3,1,25,19,Completed,8.69,1.07
2024-01-20,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Auger-Aliassime F.,3,30,6,3,6,4,6,3,,,,,3,,18,10,Completed,1.2,4.65
2024-01-20,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Michelsen A.,6,91,6,2,7,6,6,2,,,,,3,,19,10,Completed,1.17,5.07
2024-01-21,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Mannarino A.,1,19,6,0,6,0,6,3,,,,,3,,18,3,Completed,1.02,14.16
2024-01-21,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Fritz T.,Tsitsipas S.,12,7,7,6,5,7,6,3,6,3,,,3,1,24,19,Completed,2.22,1.67
2024-01-21,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,Khachanov K.,4,15,6,4,7,5,6,3,,,,,3,,19,12,Completed,1.1,7.22
2024-01-21,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Rublev A.,De Minaur A.,5,10,6,4,6,7,6,7,6,3,6,0,3,2,30,21,Completed,1.77,2.07
2024-01-22,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Medvedev D.,Borges N.,3,69,6,3,7,6,5,7,6,1,,,3,1,24,17,Completed,1.05,10.51
2024-01-22,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Hurkacz H.,Cazaux A.,9,122,7,6,7,6,6,4,,,,,3,,20,16,Completed,1.38,3.07
2024-01-22,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Norrie C.,6,22,7,5,3,6,6,3,4,6,7,6,3,2,27,26,Completed,1.24,4.03
2024-01-22,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Alcaraz C.,Kecmanovic M.,2,60,6,4,6,4,6,0,,,,,3,,18,8,Completed,1.05,10.79
2024-01-23,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Fritz T.,1,12,7,6,4,6,6,2,6,3,,,3,1,23,17,Completed,1.1,7.3
2024-01-23,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,Rublev A.,4,5,6,4,7,6,6,3,,,,,3,,19,13,Completed,1.21,4.42
2024-01-24,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Medvedev D.,Hurkacz H.,3,9,7,6,2,6,6,3,5,7,6,4,3,2,26,26,Completed,1.39,3.0
2024-01-24,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Alcaraz C.,6,2,6,1,6,3,6,7,6,4,,,3,1,24,15,Completed,4.26,1.23
2024-01-26,Australian Open,Grand Slam,Outdoor,Hard,Semifinals,5,Sinner J.,Djokovic N.,4,1,6,1,6,2,6,7,6,3,,,3,1,24,13,Completed,2.6,1.5
2024-01-26,Australian Open,Grand Slam,Outdoor,Hard,Semifinals,5,Medvedev D.,Zverev A.,3,6,5,7,3,6,7,6,7,6,6,3,3,2,28,28,Completed,1.71,2.16
2024-01-28,Australian Open,Grand Slam,Outdoor,Hard,The Final,5,Sinner J.,Medvedev D.,4,3,3,6,3,6,6,4,6,4,6,3,3,2,24,23,Completed,1.35,3.29
2024-01-29,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Mmoh M.,Bonzi B.,133,126,6,3,7,5,,,,,,,2,,13,8,Completed,2.19,1.66
2024-01-29,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Paire B.,Murray A.,112,49,2,6,7,6,6,3,,,,,2,1,15,15,Completed,3.46,1.3
2024-01-29,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Martinez P.,Munar J.,99,75,6,4,7,6,,,,,,,2,,13,10,Completed,1.88,1.9
2024-01-30,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Muller A.,Escoffier A.,71,172,7,6,6,3,,,,,,,2,,13,9,Completed,1.45,2.71
2024-01-30,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Blanchet U.,104,214,6,7,6,4,6,2,,,,,2,1,18,13,Completed,1.55,2.42
2024-01-30,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Mayot H.,Pouille L.,144,315,6,4,7,5,,,,,,,2,,13,9,Completed,1.89,1.9
2024-01-30,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Gaston H.,137,88,6,1,6,3,,,,,,,2,,12,4,Completed,1.78,2.01
2024-01-30,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Cazaux A.,Marterer M.,83,92,6,1,6,3,,,,,,,2,,12,4,Completed,1.38,2.99
2024-01-30,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Llamas Ruiz P.,Gasquet R.,156,130,7,6,7,5,,,,,,,2,,14,11,Completed,2.51,1.52
2024-01-31,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Shevchenko A.,Svrcina D.,59,194,6,4,4,6,6,4,,,,,2,1,16,14,Completed,1.36,3.08
2024-01-31,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Lestienne C.,Zapata Miralles B.,106,80,4,6,6,4,6,2,,,,,2,1,16,12,Completed,1.25,3.81
2024-01-31,Open Sud de France,ATP250,Indoor,Hard,1st Round,3,Cobolli F.,Monfils G.,76,70,6,7,6,3,6,0,,,,,2,1,18,10,Completed,3.29,1.32
2024-01-31,Open Sud de France,ATP250,Indoor,Hard,2nd Round,3,Mmoh M.,Muller A.,133,71,6,4,6,4,,,,,,,2,,12,8,Completed,2.04,1.76
2024-01-31,Open Sud de France,ATP250,Indoor,Hard,2nd Round,3,Mayot H.,Paire B.,144,112,6,1,6,4,,,,,,,2,,12,5,Completed,1.52,2.49
2024-01-31,Open Sud de France,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Shapovalov D.,27,137,1,6,7,6,6,3,,,,,2,1,14,15,Completed,1.76,2.04
2024-02-01,Open Sud de France,ATP250,Indoor,Hard,2nd Round,3,Shevchenko A.,Barrere G.,59,104,7,6,2,6,6,3,,,,,2,1,15,15,Completed,1.83,1.95
2024-02-01,Open Sud de France,ATP250,Indoor,Hard,2nd Round,3,Coric B.,Martinez P.,37,99,6,4,6,0,,,,,,,2,,12,4,Completed,1.37,3.02
2024-02-01,Open Sud de France,ATP250,Indoor,Hard,2nd Round,3,Cobolli F.,Lestienne C.,76,106,6,4,6,1,,,,,,,2,,12,5,Completed,1.56,2.4
2024-02-01,Open Sud de France,ATP250,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Cazaux A.,30,83,7,5,2,6,7,6,,,,,2,1,16,17,Completed,2.01,1.79
2024-02-01,Open Sud de France,ATP250,Indoor,Hard,2nd Round,3,Rune H.,Llamas Ruiz P.,7,156,7,5,6,2,,,,,,,2,,13,7,Completed,1.13,5.79
2024-02-02,Open Sud de France,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,Shevchenko A.,27,59,4,6,6,3,6,4,,,,,2,1,16,13,Completed,1.48,2.61
2024-02-02,Open Sud de France,ATP250,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Mayot H.,30,144,7,5,6,1,,,,,,,2,,13,6,Completed,1.25,3.84
2024-02-02,Open Sud de France,ATP250,Indoor,Hard,Quarterfinals,3,Rune H.,Mmoh M.,7,133,7,6,6,4,,,,,,,2,,13,10,Completed,1.2,4.38
2024-02-02,Open Sud de France,ATP250,Indoor,Hard,Quarterfinals,3,Coric B.,Cobolli F.,37,76,6,3,6,4,,,,,,,2,,12,7,Completed,1.46,2.66
2024-02-03,Open Sud de France,ATP250,Indoor,Hard,Semifinals,3,Bublik A.,Auger-Aliassime F.,27,30,4,6,6,4,6,4,,,,,2,1,16,14,Completed,2.59,1.49
2024-02-03,Open Sud de France,ATP250,Indoor,Hard,Semifinals,3,Coric B.,Rune H.,37,7,6,3,4,1,,,,,,,1,,10,4,Retired,2.71,1.45
2024-02-04,Open Sud de France,ATP250,Indoor,Hard,The Final,3,Bublik A.,Coric B.,27,37,5,7,6,2,6,3,,,,,2,1,17,12,Completed,1.98,1.81
2024-02-05,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Galan D.E.,74,78,6,2,6,4,,,,,,,2,,12,6,Completed,1.69,2.14
2024-02-05,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Cerundolo J.M.,207,148,6,4,6,2,,,,,,,2,,12,6,Completed,1.71,2.11
2024-02-05,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,Seyboth Wild T.,112,81,6,4,2,6,6,3,,,,,2,1,14,13,Completed,2.61,1.48
2024-02-05,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Cachin P.,84,73,6,4,3,6,6,1,,,,,2,1,15,11,Completed,2.11,1.71
2024-02-06,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Gomez F.,95,365,6,1,6,4,,,,,,,2,,12,5,Completed,1.27,3.66
2024-02-06,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Altmaier D.,93,52,5,7,6,3,6,4,,,,,2,1,17,14,Completed,2.54,1.5
2024-02-06,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Barrios M.,136,108,4,6,6,1,6,2,,,,,2,1,16,9,Completed,1.42,2.81
2024-02-06,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Navone M.,65,118,3,6,6,3,6,3,,,,,2,1,15,12,Completed,1.83,1.96
2024-02-06,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Garin C.,79,87,1,6,7,6,3,0,,,,,1,1,11,12,Retired,2.14,1.69
2024-02-06,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Burruchaga R.,Schwartzman D.,170,117,6,1,4,6,6,4,,,,,2,1,16,11,Completed,1.93,1.85
2024-02-06,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Hanfmann Y.,Varillas J.P.,59,85,5,7,7,6,6,1,,,,,2,1,18,14,Completed,1.48,2.62
2024-02-07,Cordoba Open,ATP250,Outdoor,Clay,1st Round,3,Tirante T.A.,Comesana F.,109,120,6,1,7,6,,,,,,,2,,13,7,Completed,2.02,1.77
2024-02-07,Cordoba Open,ATP250,Outdoor,Clay,2nd Round,3,Coria F.,Ramos-Vinolas A.,93,84,6,1,6,3,,,,,,,2,,12,4,Completed,1.73,2.09
2024-02-07,Cordoba Open,ATP250,Outdoor,Clay,2nd Round,3,Bagnis F.,Carballes Baena R.,207,65,7,6,6,4,,,,,,,2,,13,10,Completed,2.14,1.69
2024-02-07,Cordoba Open,ATP250,Outdoor,Clay,2nd Round,3,Munar J.,Cerundolo F.,74,22,7,5,6,4,,,,,,,2,,13,9,Completed,2.21,1.65
2024-02-08,Cordoba Open,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Zapata Miralles B.,29,79,7,5,6,4,,,,,,,2,,13,9,Completed,1.3,3.46
2024-02-08,Cordoba Open,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Ofner S.,136,38,6,0,6,3,,,,,,,2,,12,3,Completed,2.01,1.78
2024-02-09,Cordoba Open,ATP250,Outdoor,Clay,2nd Round,3,Hanfmann Y.,Burruchaga R.,59,170,3,6,6,1,6,4,,,,,2,1,15,11,Completed,1.5,2.55
2024-02-09,Cordoba Open,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Dellien H.,26,112,4,6,6,3,6,4,,,,,2,1,16,13,Completed,1.18,4.73
