Datum,GamePk,Park,Heim,Gast,HeimF5,GastF5,HeimI1,GastI1,HeimR,GastR,HeimHits,GastHits,HeimHitsF5,GastHitsF5,HeimStarterId,HeimStarter,GastStarterId,GastStarter
2024-04-09,744957,Rogers Centre,Toronto Blue Jays,Seattle Mariners,5,0,0,0,5,3,11,6,9,1,605135,Chris Bassitt,669923,George Kirby
2024-04-09,747138,Truist Park,Atlanta Braves,New York Mets,5,0,1,0,6,5,11,12,8,2,625643,Reynaldo López,605288,Adrian Houser
2024-04-09,746326,Kauffman Stadium,Kansas City Royals,Houston Astros,3,3,0,1,4,3,7,13,4,10,666142,Cole Ragans,664299,Cristian Javier
2024-04-09,745924,Target Field,Minnesota Twins,Los Angeles Dodgers,0,6,0,0,3,6,6,9,1,7,686973,Louis Varland,607192,Tyler Glasnow
2024-04-09,745195,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,3,0,0,0,3,0,7,8,5,5,543243,Sonny Gray,554430,Zack Wheeler
2024-04-09,745030,Globe Life Field,Texas Rangers,Oakland Athletics,2,1,1,0,3,4,7,5,6,1,543135,Nathan Eovaldi,622072,Alex Wood
2024-04-09,746571,Coors Field,Colorado Rockies,Arizona Diamondbacks,1,3,1,2,2,3,8,9,4,7,615698,Cal Quantrill,518876,Merrill Kelly
2024-04-09,746250,Angel Stadium,Los Angeles Angels,Tampa Bay Rays,3,4,2,0,4,6,7,11,4,5,663776,Patrick Sandoval,650644,Aaron Civale
2024-04-09,745357,Oracle Park,San Francisco Giants,Washington Nationals,1,3,0,0,3,5,10,8,4,5,690986,Kyle Harrison,672851,Joan Adon
2024-04-09,745433,Petco Park,San Diego Padres,Chicago Cubs,0,5,0,0,1,5,4,9,3,6,605397,Joe Musgrove,676962,Ben Brown
2024-04-10,745923,Target Field,Minnesota Twins,Los Angeles Dodgers,3,2,1,1,3,2,6,9,6,6,663978,Chris Paddack,676272,Bobby Miller
2024-04-10,745196,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,2,2,0,2,3,4,7,8,3,1,458681,Lance Lynn,605400,Aaron Nola
2024-04-10,744950,Rogers Centre,Toronto Blue Jays,Seattle Mariners,0,1,0,0,1,6,6,6,2,2,579328,Yusei Kikuchi,669302,Logan Gilbert
2024-04-10,746573,Coors Field,Colorado Rockies,Arizona Diamondbacks,3,2,1,1,3,5,6,10,4,5,596295,Austin Gomber,674072,Tommy Henry
2024-04-10,745355,Oracle Park,San Francisco Giants,Washington Nationals,5,1,0,0,7,1,12,4,8,4,663855,Jordan Hicks,571578,Patrick Corbin
2024-04-10,746247,Angel Stadium,Los Angeles Angels,Tampa Bay Rays,1,4,0,3,2,4,9,7,6,7,667755,José Soriano,641793,Zack Littell
2024-04-10,746655,Progressive Field,Cleveland Guardians,Chicago White Sox,4,5,0,2,7,6,8,10,4,6,676440,Tanner Bibee,607200,Erick Fedde
2024-04-10,745429,Petco Park,San Diego Padres,Chicago Cubs,4,2,0,0,10,2,12,3,6,2,656302,Dylan Cease,543294,Kyle Hendricks
2024-04-10,746728,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,2,6,0,2,2,7,4,6,2,5,668881,Hunter Greene,489119,Wade Miley
2024-04-10,745763,Yankee Stadium,New York Yankees,Miami Marlins,0,4,0,0,2,5,6,6,3,4,573186,Marcus Stroman,677960,Ryan Weathers
2024-04-10,746980,Fenway Park,Boston Red Sox,Baltimore Orioles,5,0,0,0,5,7,8,9,7,2,676710,Kutter Crawford,608344,Cole Irvin
2024-04-10,746323,Kauffman Stadium,Kansas City Royals,Houston Astros,8,2,0,0,11,2,11,9,8,5,607625,Seth Lugo,681293,Spencer Arrighetti
2024-04-10,745024,Globe Life Field,Texas Rangers,Oakland Athletics,6,1,3,1,6,2,12,9,10,3,674003,Cody Bradford,548389,Ross Stripling
2024-04-11,747137,Truist Park,Atlanta Braves,New York Mets,3,7,0,1,4,16,10,16,4,8,642216,Allan Winans,500779,Jose Quintana
2024-04-11,746322,Kauffman Stadium,Kansas City Royals,Houston Astros,9,1,9,0,13,3,16,11,12,5,663903,Brady Singer,686613,Hunter Brown
2024-04-11,745029,Globe Life Field,Texas Rangers,Oakland Athletics,0,1,0,0,0,1,1,4,0,3,592351,Jon Gray,676664,JP Sears
2024-04-11,745601,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,1,0,0,0,5,1,7,7,4,2,624133,Ranger Suarez,683003,Jared Jones
2024-04-11,746977,Fenway Park,Boston Red Sox,Baltimore Orioles,2,1,2,0,4,9,8,9,5,4,676477,Garrett Whitlock,680570,Grayson Rodriguez
2024-04-12,746491,Comerica Park,Detroit Tigers,Minnesota Twins,5,0,1,0,8,2,10,6,7,2,669373,Tarik Skubal,641154,Pablo López
2024-04-12,745596,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,1,2,0,0,2,5,7,9,4,4,650911,Cristopher Sánchez,663559,Bailey Falter
2024-04-12,745112,Tropicana Field,Tampa Bay Rays,San Francisco Giants,2,1,0,0,2,1,6,6,5,5,621097,Jacob Waguespack,676775,Keaton Winn
2024-04-12,747055,Oriole Park at Camden Yards,Baltimore Orioles,Milwaukee Brewers,1,7,0,0,1,11,6,15,5,9,669330,Tyler Wells,642547,Freddy Peralta
2024-04-12,744954,Rogers Centre,Toronto Blue Jays,Colorado Rockies,2,7,1,0,4,12,11,20,8,11,592332,Kevin Gausman,663372,Ryan Feltner
2024-04-12,746978,Fenway Park,Boston Red Sox,Los Angeles Angels,0,5,0,3,0,7,3,12,3,10,656557,Tanner Houck,672282,Reid Detmers
2024-04-12,745838,Citi Field,New York Mets,Kansas City Royals,5,1,0,0,6,1,14,3,9,1,622663,Luis Severino,608379,Michael Wacha
2024-04-12,746084,loanDepot park,Miami Marlins,Atlanta Braves,0,2,0,1,1,8,6,14,2,7,669432,Trevor Rogers,608331,Max Fried
2024-04-12,746812,Guaranteed Rate Field,Chicago White Sox,Cincinnati Reds,1,6,0,1,1,11,4,12,4,8,623167,Chris Flexen,671096,Andrew Abbott
2024-04-12,746408,Minute Maid Park,Houston Astros,Texas Rangers,3,8,1,1,8,12,11,12,5,8,641585,J.P. France,641540,Dane Dunning
2024-04-12,745679,Oakland Coliseum,Oakland Athletics,Washington Nationals,1,0,0,0,2,1,3,8,1,4,621112,Paul Blackburn,663623,Jake Irvin
2024-04-12,745274,T-Mobile Park,Seattle Mariners,Chicago Cubs,4,0,0,0,4,2,6,4,5,3,682243,Bryce Miller,696136,Jordan Wicks
2024-04-12,747217,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,6,6,0,3,6,9,9,14,9,7,694297,Brandon Pfaadt,571927,Steven Matz
2024-04-12,746162,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,7,3,1,2,7,8,7,10,6,4,808967,Yoshinobu Yamamoto,650633,Michael King
2024-04-13,746656,Progressive Field,Cleveland Guardians,New York Yankees,0,1,0,0,2,3,5,10,1,6,471911,Carlos Carrasco,657376,Clarke Schmidt
2024-04-13,746658,Progressive Field,Cleveland Guardians,New York Yankees,1,8,0,2,2,8,7,9,4,6,663474,Triston McKenzie,547001,Cody Poteet
2024-04-13,746489,Comerica Park,Detroit Tigers,Minnesota Twins,2,2,2,0,5,11,8,8,3,5,628317,Kenta Maeda,657746,Joe Ryan
2024-04-13,746490,Comerica Park,Detroit Tigers,Minnesota Twins,1,2,0,1,1,4,4,7,2,3,666159,Matt Manning,680573,Simeon Woods Richardson
2024-04-13,745839,Citi Field,New York Mets,Kansas City Royals,4,9,3,1,7,11,9,13,5,11,640455,Sean Manaea,679525,Alec Marsh
2024-04-13,746811,Guaranteed Rate Field,Chicago White Sox,Cincinnati Reds,0,5,0,0,0,5,2,4,0,4,676979,Garrett Crochet,666157,Nick Lodolo
2024-04-13,744953,Rogers Centre,Toronto Blue Jays,Colorado Rockies,5,1,5,0,5,3,9,7,5,5,684320,Yariel Rodríguez,641712,Dakota Hudson
2024-04-13,746405,Minute Maid Park,Houston Astros,Texas Rangers,2,2,0,2,9,2,14,8,6,4,669854,Ronel Blanco,571760,Andrew Heaney
2024-04-13,745594,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,2,3,2,1,4,3,9,5,6,4,605513,Spencer Turnbull,594835,Marco Gonzales
2024-04-13,747054,Oriole Park at Camden Yards,Baltimore Orioles,Milwaukee Brewers,5,8,3,0,5,11,12,15,9,10,665152,Dean Kremer,669084,DL Hall
2024-04-13,745676,Oakland Coliseum,Oakland Athletics,Washington Nationals,0,1,0,0,1,3,8,10,4,5,671212,Joe Boyle,669022,MacKenzie Gore
2024-04-13,746979,Fenway Park,Boston Red Sox,Los Angeles Angels,7,2,4,0,7,2,11,8,9,6,681867,Cooper Criswell,656288,Griffin Canning
2024-04-13,745110,Tropicana Field,Tampa Bay Rays,San Francisco Giants,1,4,0,1,2,11,8,13,3,5,686752,Ryan Pepiot,657277,Logan Webb
2024-04-13,746082,loanDepot park,Miami Marlins,Atlanta Braves,5,0,1,0,5,1,8,6,6,5,676974,Max Meyer,519242,Chris Sale
2024-04-13,747215,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,1,1,1,0,4,2,6,11,3,4,669194,Ryne Nelson,502043,Kyle Gibson
2024-04-13,746161,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,1,0,0,0,5,2,8,7,3,0,694813,Gavin Stone,663362,Matt Waldron
2024-04-13,745272,T-Mobile Park,Seattle Mariners,Chicago Cubs,1,2,0,0,1,4,6,6,5,4,676106,Emerson Hancock,684007,Shota Imanaga
2024-04-14,746975,Fenway Park,Boston Red Sox,Los Angeles Angels,3,2,2,0,5,4,7,9,4,4,678394,Brayan Bello,542881,Tyler Anderson
2024-04-14,745595,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,2,1,0,0,2,9,8,10,7,3,554430,Zack Wheeler,656605,Mitch Keller
2024-04-14,747056,Oriole Park at Camden Yards,Baltimore Orioles,Milwaukee Brewers,3,3,1,1,6,4,11,12,5,6,669203,Corbin Burnes,607067,Colin Rea
2024-04-14,744952,Rogers Centre,Toronto Blue Jays,Colorado Rockies,4,0,1,0,5,0,12,2,7,2,621244,José Berríos,607536,Kyle Freeland
2024-04-14,745841,Citi Field,New York Mets,Kansas City Royals,0,0,0,0,2,1,8,3,4,1,676130,José Buttó,666142,Cole Ragans
2024-04-14,745113,Tropicana Field,Tampa Bay Rays,San Francisco Giants,7,1,3,1,9,4,10,10,7,2,542888,Shawn Armstrong,605483,Blake Snell
2024-04-14,746492,Comerica Park,Detroit Tigers,Minnesota Twins,0,3,0,0,4,3,8,6,2,5,656427,Jack Flaherty,641927,Bailey Ober
2024-04-14,746079,loanDepot park,Miami Marlins,Atlanta Braves,4,5,0,0,7,9,9,12,6,7,666200,Jesús Luzardo,450203,Charlie Morton
2024-04-14,746648,Progressive Field,Cleveland Guardians,New York Yankees,4,4,0,0,8,7,9,12,6,5,671106,Logan Allen,641482,Nestor Cortes
2024-04-14,746404,Minute Maid Park,Houston Astros,Texas Rangers,5,2,1,0,8,5,10,10,8,4,664299,Cristian Javier,543135,Nathan Eovaldi
2024-04-14,746810,Guaranteed Rate Field,Chicago White Sox,Cincinnati Reds,2,6,0,0,4,11,8,10,3,6,647336,Michael Soroka,668933,Graham Ashcraft
2024-04-14,745681,Oakland Coliseum,Oakland Athletics,Washington Nationals,1,4,0,0,7,6,11,12,5,7,622072,Alex Wood,592866,Trevor Williams
2024-04-14,745271,T-Mobile Park,Seattle Mariners,Chicago Cubs,0,3,0,1,2,3,5,8,2,7,622491,Luis Castillo,665871,Javier Assad
2024-04-14,747216,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,5,0,0,0,5,0,7,4,5,4,668678,Zac Gallen,571945,Miles Mikolas
2024-04-14,746164,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,3,1,0,0,3,6,6,8,4,3,572020,James Paxton,506433,Yu Darvish
2024-04-15,746974,Fenway Park,Boston Red Sox,Cleveland Guardians,0,0,0,0,0,6,3,9,2,1,676710,Kutter Crawford,675540,Xzavion Curry
2024-04-15,747053,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,6,2,2,0,7,4,12,11,11,7,608344,Cole Irvin,686973,Louis Varland
2024-04-15,746488,Comerica Park,Detroit Tigers,Texas Rangers,0,1,0,0,0,1,5,7,3,5,681857,Reese Olson,547179,Michael Lorenzen
2024-04-15,745597,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,1,1,0,0,2,1,6,5,3,4,605400,Aaron Nola,615698,Cal Quantrill
2024-04-15,746080,loanDepot park,Miami Marlins,San Francisco Giants,3,1,0,0,3,4,10,8,6,4,665795,Edward Cabrera,690986,Kyle Harrison
2024-04-15,745106,Tropicana Field,Tampa Bay Rays,Los Angeles Angels,1,0,0,0,3,7,6,13,4,3,621107,Zach Eflin,663776,Patrick Sandoval
2024-04-15,744951,Rogers Centre,Toronto Blue Jays,New York Yankees,3,1,0,0,3,1,4,4,3,4,605135,Chris Bassitt,661563,Luis Gil
2024-04-15,745840,Citi Field,New York Mets,Pittsburgh Pirates,0,0,0,0,6,3,8,3,3,1,605288,Adrian Houser,527048,Martín Pérez
2024-04-15,746813,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,0,2,0,0,0,2,4,5,3,3,680897,Nick Nastrini,607625,Seth Lugo
2024-04-15,746002,American Family Field,Milwaukee Brewers,San Diego Padres,3,7,1,0,3,7,10,12,7,9,605452,Joe Ross,605397,Joe Musgrove
2024-04-15,746406,Minute Maid Park,Houston Astros,Atlanta Braves,1,2,1,0,1,6,7,11,4,5,681293,Spencer Arrighetti,670241,Darius Vines
2024-04-15,747213,Chase Field,Arizona Diamondbacks,Chicago Cubs,1,1,0,0,2,3,3,9,1,3,518876,Merrill Kelly,676962,Ben Brown
2024-04-15,745677,Oakland Coliseum,Oakland Athletics,St. Louis Cardinals,0,1,0,1,1,3,5,8,3,4,548389,Ross Stripling,543243,Sonny Gray
2024-04-15,745268,T-Mobile Park,Seattle Mariners,Cincinnati Reds,5,2,3,0,9,3,10,7,3,4,669923,George Kirby,593423,Frankie Montas
2024-04-15,746158,Dodger Stadium,Los Angeles Dodgers,Washington Nationals,2,6,1,1,4,6,9,8,4,8,607192,Tyler Glasnow,680730,Mitchell Parker
2024-04-16,746486,Comerica Park,Detroit Tigers,Texas Rangers,1,2,0,0,4,2,5,6,2,5,663554,Casey Mize,592351,Jon Gray
2024-04-16,747051,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,8,1,0,0,11,3,15,7,11,2,680570,Grayson Rodriguez,663978,Chris Paddack
2024-04-16,745593,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,2,0,2,0,5,0,7,7,4,2,624133,Ranger Suarez,596295,Austin Gomber
2024-04-16,746081,loanDepot park,Miami Marlins,San Francisco Giants,2,2,0,0,6,3,8,9,3,5,677960,Ryan Weathers,663855,Jordan Hicks
2024-04-16,745108,Tropicana Field,Tampa Bay Rays,Los Angeles Angels,1,3,0,0,7,6,7,6,1,5,650644,Aaron Civale,667755,José Soriano
2024-04-16,744944,Rogers Centre,Toronto Blue Jays,New York Yankees,3,1,0,0,5,4,8,6,6,3,579328,Yusei Kikuchi,607074,Carlos Rodón
2024-04-16,746976,Fenway Park,Boston Red Sox,Cleveland Guardians,1,5,0,0,7,10,11,14,5,7,676477,Garrett Whitlock,676440,Tanner Bibee
2024-04-16,745837,Citi Field,New York Mets,Pittsburgh Pirates,0,1,0,0,3,1,4,5,1,4,500779,Jose Quintana,683003,Jared Jones
2024-04-16,746004,American Family Field,Milwaukee Brewers,San Diego Padres,1,4,1,4,3,6,6,11,2,8,489119,Wade Miley,656302,Dylan Cease
2024-04-16,746400,Minute Maid Park,Houston Astros,Atlanta Braves,0,1,0,0,2,6,7,11,4,4,686613,Hunter Brown,625643,Reynaldo López
2024-04-16,747214,Chase Field,Arizona Diamondbacks,Chicago Cubs,8,5,0,0,12,11,12,14,7,9,674072,Tommy Henry,543294,Kyle Hendricks
2024-04-16,745270,T-Mobile Park,Seattle Mariners,Cincinnati Reds,2,1,0,0,3,1,8,4,6,3,669302,Logan Gilbert,668881,Hunter Greene
2024-04-16,745674,Oakland Coliseum,Oakland Athletics,St. Louis Cardinals,2,1,0,0,2,3,5,4,4,2,676664,JP Sears,458681,Lance Lynn
2024-04-16,746157,Dodger Stadium,Los Angeles Dodgers,Washington Nationals,4,2,1,0,6,2,13,6,8,5,669165,Kyle Hurt,571578,Patrick Corbin
2024-04-17,746076,loanDepot park,Miami Marlins,San Francisco Giants,0,1,0,0,1,3,6,9,3,2,669432,Trevor Rogers,676775,Keaton Winn
2024-04-17,747049,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,1,0,1,0,4,2,8,5,2,3,544150,Albert Suárez,641154,Pablo López
2024-04-17,745836,Citi Field,New York Mets,Pittsburgh Pirates,2,1,0,0,9,1,10,5,4,5,622663,Luis Severino,663559,Bailey Falter
2024-04-17,746487,Comerica Park,Detroit Tigers,Texas Rangers,1,1,0,1,4,5,7,7,2,1,669373,Tarik Skubal,641540,Dane Dunning
2024-04-17,746005,American Family Field,Milwaukee Brewers,San Diego Padres,0,0,0,0,1,0,3,5,0,2,669060,Bryse Wilson,650633,Michael King
2024-04-17,746401,Minute Maid Park,Houston Astros,Atlanta Braves,3,2,1,0,4,5,9,7,7,4,641585,J.P. France,608331,Max Fried
2024-04-17,746807,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,2,1,0,0,2,4,5,7,3,3,686563,Jonathan Cannon,663903,Brady Singer
2024-04-17,746809,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,1,0,0,0,2,1,6,5,3,1,607200,Erick Fedde,608379,Michael Wacha
2024-04-17,744948,Rogers Centre,Toronto Blue Jays,New York Yankees,2,1,0,0,4,6,9,11,5,4,592332,Kevin Gausman,573186,Marcus Stroman
2024-04-17,746159,Dodger Stadium,Los Angeles Dodgers,Washington Nationals,0,2,0,2,0,2,5,4,3,4,689017,Landon Knack,663623,Jake Irvin
2024-04-17,745671,Oakland Coliseum,Oakland Athletics,St. Louis Cardinals,5,3,0,0,6,3,10,6,7,5,621112,Paul Blackburn,571927,Steven Matz
2024-04-17,747212,Chase Field,Arizona Diamondbacks,Chicago Cubs,2,2,1,0,3,5,7,9,5,4,694297,Brandon Pfaadt,696136,Jordan Wicks
2024-04-17,745267,T-Mobile Park,Seattle Mariners,Cincinnati Reds,1,1,0,0,5,1,7,1,3,1,682243,Bryce Miller,671096,Andrew Abbott
2024-04-17,745591,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,5,1,4,1,7,6,12,12,8,6,650911,Cristopher Sánchez,663372,Ryan Feltner
2024-04-17,745105,Tropicana Field,Tampa Bay Rays,Los Angeles Angels,1,2,0,1,4,5,11,12,4,6,641793,Zack Littell,672282,Reid Detmers
2024-04-17,746973,Fenway Park,Boston Red Sox,Cleveland Guardians,2,0,0,0,2,0,5,3,3,3,656557,Tanner Houck,594902,Ben Lively
2024-04-18,745104,Tropicana Field,Tampa Bay Rays,Los Angeles Angels,2,0,2,0,2,1,5,6,2,3,686752,Ryan Pepiot,656288,Griffin Canning
2024-04-18,746485,Comerica Park,Detroit Tigers,Texas Rangers,7,7,0,1,7,9,11,13,9,8,628317,Kenta Maeda,683004,Jack Leiter
2024-04-18,746970,Fenway Park,Boston Red Sox,Cleveland Guardians,1,4,1,0,4,5,6,8,3,4,657514,Brennan Bernardino,471911,Carlos Carrasco
2024-04-18,745356,Oracle Park,San Francisco Giants,Arizona Diamondbacks,1,0,0,0,5,0,8,3,5,2,657277,Logan Webb,669194,Ryne Nelson
2024-04-19,746892,Wrigley Field,Chicago Cubs,Miami Marlins,8,1,2,0,8,3,10,6,9,3,592791,Jameson Taillon,640462,A.J. Puk
2024-04-19,746729,Great American Ball Park,Cincinnati Reds,Los Angeles Angels,1,1,0,0,7,1,5,7,2,5,666157,Nick Lodolo,542881,Tyler Anderson
2024-04-19,745518,PNC Park,Pittsburgh Pirates,Boston Red Sox,0,5,0,2,1,8,4,12,1,8,682990,Quinn Priester,678394,Brayan Bello
2024-04-19,745592,Citizens Bank Park,Philadelphia Phillies,Chicago White Sox,7,0,3,0,7,0,7,2,6,0,605513,Spencer Turnbull,676979,Garrett Crochet
2024-04-19,744872,Nationals Park,Washington Nationals,Houston Astros,2,4,0,0,3,5,8,13,4,9,669022,MacKenzie Gore,434378,Justin Verlander
2024-04-19,745758,Yankee Stadium,New York Yankees,Tampa Bay Rays,0,0,0,0,5,3,5,14,2,5,657376,Clarke Schmidt,641302,Tyler Alexander
2024-04-19,746650,Progressive Field,Cleveland Guardians,Oakland Athletics,7,1,0,1,10,2,9,6,5,3,663474,Triston McKenzie,671212,Joe Boyle
2024-04-19,747136,Truist Park,Atlanta Braves,Texas Rangers,3,1,1,1,8,3,6,6,3,2,519242,Chris Sale,571760,Andrew Heaney
2024-04-19,746325,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,1,0,0,0,9,4,9,8,2,2,679525,Alec Marsh,665152,Dean Kremer
2024-04-19,745922,Target Field,Minnesota Twins,Detroit Tigers,2,3,2,1,4,5,5,12,3,4,657746,Joe Ryan,656427,Jack Flaherty
2024-04-19,745189,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,0,1,0,0,1,2,5,5,2,2,502043,Kyle Gibson,642547,Freddy Peralta
2024-04-19,745430,Petco Park,San Diego Padres,Toronto Blue Jays,1,5,0,1,1,5,5,11,3,7,663362,Matt Waldron,684320,Yariel Rodríguez
2024-04-19,746160,Dodger Stadium,Los Angeles Dodgers,New York Mets,2,4,0,0,4,9,6,14,4,6,808967,Yoshinobu Yamamoto,640455,Sean Manaea
2024-04-19,745352,Oracle Park,San Francisco Giants,Arizona Diamondbacks,1,5,0,0,1,17,4,22,4,9,605483,Blake Snell,656756,Jordan Montgomery
2024-04-20,745760,Yankee Stadium,New York Yankees,Tampa Bay Rays,0,0,0,0,0,2,4,9,2,4,641482,Nestor Cortes,621107,Zach Eflin
2024-04-20,745921,Target Field,Minnesota Twins,Detroit Tigers,4,0,0,0,4,3,7,5,5,1,641927,Bailey Ober,681857,Reese Olson
2024-04-20,745190,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,4,5,1,2,5,12,6,18,5,9,571945,Miles Mikolas,669084,DL Hall
2024-04-20,746893,Wrigley Field,Chicago Cubs,Miami Marlins,2,1,0,0,2,3,7,8,3,3,665871,Javier Assad,666200,Jesús Luzardo
2024-04-20,746891,Wrigley Field,Chicago Cubs,Miami Marlins,1,2,1,0,5,3,7,8,1,4,684007,Shota Imanaga,682610,Roddery Muñoz
2024-04-20,744865,Nationals Park,Washington Nationals,Houston Astros,2,1,1,1,5,4,9,10,4,3,592866,Trevor Williams,669854,Ronel Blanco
2024-04-20,746156,Dodger Stadium,Los Angeles Dodgers,New York Mets,2,2,1,1,4,6,6,8,3,5,694813,Gavin Stone,676130,José Buttó
2024-04-20,745515,PNC Park,Pittsburgh Pirates,Boston Red Sox,1,2,0,2,2,4,9,6,7,3,656605,Mitch Keller,676710,Kutter Crawford
2024-04-20,745354,Oracle Park,San Francisco Giants,Arizona Diamondbacks,5,3,2,1,7,3,16,7,9,6,690986,Kyle Harrison,668678,Zac Gallen
2024-04-20,745590,Citizens Bank Park,Philadelphia Phillies,Chicago White Sox,5,0,0,0,9,5,12,7,7,0,554430,Zack Wheeler,647336,Michael Soroka
2024-04-20,746651,Progressive Field,Cleveland Guardians,Oakland Athletics,4,2,2,0,6,3,14,6,8,4,671106,Logan Allen,622072,Alex Wood
2024-04-20,746726,Great American Ball Park,Cincinnati Reds,Los Angeles Angels,7,2,5,2,7,5,9,7,6,4,668933,Graham Ashcraft,663776,Patrick Sandoval
2024-04-20,746324,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,0,7,0,0,7,9,8,15,2,10,666142,Cole Ragans,669203,Corbin Burnes
2024-04-20,747135,Truist Park,Atlanta Braves,Texas Rangers,3,2,0,0,5,2,8,5,5,3,450203,Charlie Morton,543135,Nathan Eovaldi
2024-04-20,746570,Coors Field,Colorado Rockies,Seattle Mariners,0,7,0,0,0,7,3,16,2,11,641712,Dakota Hudson,622491,Luis Castillo
2024-04-20,745431,Petco Park,San Diego Padres,Toronto Blue Jays,0,4,0,3,2,5,9,8,5,5,681190,Randy Vásquez,621244,José Berríos
2024-04-21,744866,Nationals Park,Washington Nationals,Houston Astros,5,0,3,0,6,0,11,4,7,2,680730,Mitchell Parker,686613,Hunter Brown
2024-04-21,745514,PNC Park,Pittsburgh Pirates,Boston Red Sox,1,4,1,0,1,6,7,8,5,7,527048,Martín Pérez,670174,Josh Winckowski
2024-04-21,745588,Citizens Bank Park,Philadelphia Phillies,Chicago White Sox,6,2,3,2,8,2,11,4,7,4,605400,Aaron Nola,680897,Nick Nastrini
2024-04-21,745759,Yankee Stadium,New York Yankees,Tampa Bay Rays,5,1,1,0,5,4,9,5,8,2,661563,Luis Gil,650644,Aaron Civale
2024-04-21,746727,Great American Ball Park,Cincinnati Reds,Los Angeles Angels,0,0,0,0,3,0,5,6,0,4,593423,Frankie Montas,667755,José Soriano
2024-04-21,746652,Progressive Field,Cleveland Guardians,Oakland Athletics,3,1,0,0,6,2,7,7,5,3,676440,Tanner Bibee,548389,Ross Stripling
2024-04-21,746316,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,0,2,0,0,0,5,5,11,4,6,607625,Seth Lugo,608344,Cole Irvin
2024-04-21,745920,Target Field,Minnesota Twins,Detroit Tigers,0,4,0,2,1,6,7,7,5,4,686973,Louis Varland,663554,Casey Mize
2024-04-21,745192,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,0,0,0,0,0,2,6,6,5,2,543243,Sonny Gray,607067,Colin Rea
2024-04-21,746894,Wrigley Field,Chicago Cubs,Miami Marlins,3,5,0,0,3,6,8,11,7,9,543294,Kyle Hendricks,665795,Edward Cabrera
2024-04-21,746568,Coors Field,Colorado Rockies,Seattle Mariners,0,0,0,0,2,1,10,6,5,3,615698,Cal Quantrill,669923,George Kirby
2024-04-21,746572,Coors Field,Colorado Rockies,Seattle Mariners,2,6,2,0,2,10,6,13,2,8,663567,Peter Lambert,676106,Emerson Hancock
2024-04-21,745353,Oracle Park,San Francisco Giants,Arizona Diamondbacks,2,1,0,0,3,5,5,7,2,1,663855,Jordan Hicks,677944,Slade Cecconi
2024-04-21,746154,Dodger Stadium,Los Angeles Dodgers,New York Mets,10,0,0,0,10,0,9,7,8,2,607192,Tyler Glasnow,605288,Adrian Houser
2024-04-21,745434,Petco Park,San Diego Padres,Toronto Blue Jays,2,2,1,0,6,3,6,6,5,3,605397,Joe Musgrove,605135,Chris Bassitt
2024-04-21,747133,Truist Park,Atlanta Braves,Texas Rangers,3,4,3,0,4,6,5,11,3,6,670241,Darius Vines,547179,Michael Lorenzen
2024-04-22,745757,Yankee Stadium,New York Yankees,Oakland Athletics,0,0,0,0,0,2,3,4,3,1,607074,Carlos Rodón,676664,JP Sears
2024-04-22,746723,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,0,4,0,0,0,7,2,9,2,7,668881,Hunter Greene,624133,Ranger Suarez
2024-04-22,745519,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,1,1,1,0,4,2,9,5,5,2,683003,Jared Jones,605452,Joe Ross
2024-04-22,745107,Tropicana Field,Tampa Bay Rays,Detroit Tigers,0,5,0,1,1,7,6,11,3,8,641793,Zack Littell,669373,Tarik Skubal
2024-04-22,747134,Truist Park,Atlanta Braves,Miami Marlins,3,0,0,0,3,0,8,8,4,6,693821,Bryce Elder,677960,Ryan Weathers
